Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Barbados,BRB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.069049448,0.068780817,0.068483769,0.068204682,0.067965083,0.067772488,0.067607253,0.067441968,0.067237344,0.066975031,0.066640843,0.066246279,0.065823035,0.065401422,0.064998903,0.064624531,0.064274839,0.063948841,0.063657016,0.063394456,0.063167204,0.062972788,0.062796567,0.062624025,0.062436588,0.06222848,0.06201262,0.061783218,0.061547694,0.061318423,0.061089221,0.060861957,0.060636149,0.060401747,0.060160553,0.059914547,0.059660754,0.059405794,0.055462092,0.05524638,0.055047084,0.051202715,0.051033241,0.047224129,0.047046902,0.046851068,0.046644971,0.046437527,0.046245736,0.042533433,0.038871044,0.03524875,0.033416111,0.03159835,0.028038006,0.024492824,0.024455943,0.024420876,,
Brunei Darussalam,BRN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.046750818,0.044700729,0.042762455,0.040891851,0.039066315,0.05593154,0.053358946,0.05089188,0.04854526,0.046321316,0.02948287,0.028166039,0.026933125,0.025794969,0.024747115,0.023785031,0.022894166,0.022074933,0.021322416,0.015473489,0.014997975,0.014558584,0.014146072,0.013750367,0.013366601,0.012991681,0.012628123,0.012274708,0.011930517,0.007730544,0.007512922,0.007302255,0.007100155,0.006909609,0.006731468,0.006565557,0.006411037,0.00626694,0.006130945,0.006003014,0.005881713,0.005767395,0.005660992,0.005564304,0.005477771,0.005401581,0.008000704,0.007906847,0.010419326,0.01029246,0.010160356,0.010025138,0.012363568,0.012201729,0.01205069,0.011910689,0.01177909,0.011656098,,
Bhutan,BTN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.436969355,0.426344691,0.415750284,0.404922235,0.393711638,0.3821695,0.370447204,0.358768849,0.347359719,0.369987925,0.358356382,0.347198111,0.33640584,0.340749827,0.330085105,0.333591867,0.323080899,0.3130511,0.316301949,0.319502166,0.310925194,0.3147308,0.329678075,0.321172346,0.312322299,0.302914455,0.295359418,0.276724524,0.254704858,0.254332603,0.252507776,0.252560685,0.255355902,0.263204896,0.27308657,0.278869967,0.277318098,0.271094904,0.264758101,0.179352773,0.183883521,0.180187492,0.176796636,0.247335275,0.257420493,0.230147672,0.205001557,0.148895715,0.147421089,0.146753766,0.144526805,0.142820084,0.141080065,0.139349951,0.137659108,0.135739359,0.126749852,0.124602994,,
Botswana,BWA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.7782511,0.761774572,0.744830985,0.728274956,0.714290816,0.699353273,0.684816589,0.67007736,0.654346414,0.63723288,0.618859751,0.601112883,0.581238604,0.561073792,0.540908024,0.520791395,0.50091689,0.481700776,0.465856639,0.448845032,0.433141447,0.420622334,0.406575888,0.39265531,0.380521417,0.366353781,0.354141989,0.340812601,0.332667997,0.326402208,0.226189588,0.183346155,0.25015903,0.275441561,0.234825987,0.229277927,0.194751575,0.145955108,0.149044254,0.212981788,0.119426229,0.143725614,0.112431655,0.12800667,0.133401739,0.109482431,0.097042962,0.145643536,0.161761356,0.130340304,0.160761653,0.139736638,0.135754219,0.192471676,0.122411487,0.120189358,0.117728369,0.115169602,,
Central African Republic,CAF,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,1.100876311,1.088982079,1.076375148,1.063024285,1.048968535,1.034058788,1.018552882,1.003326457,0.989392142,0.977275852,0.967119565,0.958353901,0.949943267,0.940559742,0.929345725,0.916366761,0.90199881,0.886158775,0.868843009,0.850247731,0.825810873,0.805022312,0.78477878,0.766629196,0.747392975,0.739096878,0.725394395,0.712701756,0.699266317,0.684067637,0.667012448,0.652195364,0.633587075,0.615626646,0.59888378,0.583392655,0.568913393,0.555318179,0.542436676,0.530158462,0.518536191,0.507610341,0.492117742,0.487388137,0.477914411,0.468665578,0.459742297,0.451634402,0.449554975,0.410325148,0.407365254,0.405733373,0.404681263,0.403210361,0.400607945,0.396678217,0.391642949,0.385738394,,
Canada,CAN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,2.003721745,1.98425916,1.964775364,1.944890039,1.926516922,1.906923384,1.876249265,1.84949865,1.827753472,1.805571187,1.756121656,1.741344575,1.72560843,1.70703494,1.687574468,1.670632015,1.662996758,1.658209047,1.653448226,1.643683609,1.634896816,1.623525666,1.615440804,1.608072588,1.601184671,1.593048166,1.570182875,1.547976696,1.518507627,1.493871433,1.473652351,1.454499877,1.436790625,1.419346861,1.402961016,1.386649703,1.372201945,1.360131477,1.348396907,1.33518088,1.320013196,1.295117911,1.272973213,1.25072576,1.228641095,1.206066444,1.182278891,1.157543941,1.132537956,1.108281812,1.085781294,1.081228322,1.076961763,1.073215372,1.072237589,1.067032606,1.053733456,1.043755948,,
Central Europe and the Baltics,CEB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418923958,0.401610572,0.398249093,0.393795084,0.393628552,0.395450594,0.390357451,0.390882342,0.387089371,0.371521315,0.366844534,0.361869181,0.359372551,0.359662511,0.362267195,0.354880853,0.358854612,0.362771734,0.355773561,0.358537988,0.35729337,0.350903023,0.353368988,0.352935174,0.351767697,0.352148652,0.35511342,,
Switzerland,CHE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.072888953,0.071351489,0.068121386,0.066295541,0.064492753,0.062690077,0.060649706,0.059280975,0.058666443,0.057580826,0.05744038,0.057978366,0.057520222,0.0576213,0.058198678,0.058627492,0.058890265,0.059744612,0.059878955,0.060306282,0.060528096,0.060848255,0.061460345,0.062466382,0.062593069,0.062129812,0.060915744,0.061000524,0.061472154,0.06011449,0.059926664,0.059065964,0.05907817,0.059938846,0.059965739,0.059517665,0.058612711,0.058129387,0.057474876,0.056902251,0.056626316,0.056048572,0.055443513,0.055009557,0.054617953,0.054383163,0.053846338,0.053127258,0.05242883,0.051693892,0.051046472,0.050494813,0.049806461,0.048779939,0.048101878,0.047614846,0.047112108,0.046761042,,
Channel Islands,CHI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.03623254,0.035886026,0.035526818,0.03515649,0.034785936,0.034414819,0.034051537,0.033691303,0.034173786,0.033828383,0.033495364,0.033168569,0.032071327,0.031826862,0.031640563,0.031518896,0.031450002,0.030613446,0.030542481,0.030420268,0.03023584,0.030005539,0.028973794,0.028691155,0.028400598,0.02809778,0.027785496,0.02676311,0.026508096,0.026301385,0.02615414,0.026055237,0.025279656,0.025198261,0.025090605,0.024939729,0.024073679,0.025255973,0.026431181,0.026273419,0.024816059,0.024065619,0.023988805,0.024548507,0.025053734,0.023529566,0.021985981,0.023651089,0.025918691,0.026985061,0.027393006,0.02690511,0.025822043,0.025410251,0.023943841,0.02390338,0.022648311,0.022405218,,
Chile,CHL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.438353314,0.431761866,0.425414345,0.419412924,0.413811193,0.408615985,0.403776123,0.399203663,0.394792726,0.398849694,0.397476907,0.396093501,0.399578134,0.398128146,0.391982485,0.390262005,0.37490466,0.359991036,0.345539094,0.335921046,0.322309925,0.304838874,0.296272534,0.287709934,0.28097684,0.269487788,0.243298283,0.238096869,0.23509127,0.211079536,0.198958819,0.177844925,0.165221291,0.16066246,0.147418125,0.136076648,0.134043661,0.132129449,0.118711576,0.114063361,0.112785987,0.105199984,0.09463932,0.093662355,0.089601787,0.082546053,0.076345109,0.078524059,0.077578214,0.074490707,0.076420552,0.073734111,0.074495585,0.072594304,0.07306884,0.069734471,0.069408219,0.064765297,,
China,CHN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.156583829,0.154858284,0.150810086,0.147067036,0.143260835,0.138701387,0.134535816,0.130439891,0.126330203,0.122284206,0.118456079,0.1150424,0.111908973,0.110243794,0.106707261,0.104871501,0.103256294,0.101678058,0.100187822,0.098803039,0.098149182,0.101573421,0.105589704,0.110668628,0.11496708,0.113630611,0.111539757,0.110374627,0.109852054,0.109657016,0.10909557,0.106064534,0.103489359,0.101820302,0.099791261,0.09855201,0.097298335,0.096360518,0.095526787,0.094774066,0.094553481,0.094228123,0.093787281,0.093375289,0.093016309,0.092757598,0.092228769,0.091942246,0.091630185,0.090729869,0.089753298,0.088813167,0.088229899,0.087706246,0.087216785,0.086687411,0.086188352,0.08579459,,
Cote d'Ivoire,CIV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.462612765,0.445533999,0.428721262,0.41263336,0.397459759,0.383235893,0.374105887,0.360694179,0.347118002,0.333198094,0.319025059,0.306670019,0.297868035,0.289971321,0.283044952,0.274056297,0.267558643,0.259854435,0.250457752,0.243351343,0.234700142,0.227039594,0.22241808,0.241445449,0.2399628,0.230905027,0.224337056,0.21812138,0.210389906,0.203775755,0.198181519,0.20292797,0.218661781,0.21841313,0.211271191,0.204566957,0.191663636,0.186023753,0.174644457,0.170164561,0.16614226,0.162492741,0.159094407,0.155810973,0.152551037,0.149294206,0.151268175,0.147917163,0.144572449,0.141236444,0.13790708,0.139229305,0.158460625,0.15454127,0.150692228,0.146918535,0.143222653,0.139613405,,
Cameroon,CMR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.946071109,0.935405179,0.924230497,0.912628816,0.900660912,0.888343812,0.875682929,0.86270703,0.849444463,0.828252109,0.814690256,0.793631146,0.772737591,0.758904991,0.744860763,0.730650992,0.718345356,0.694365689,0.705033494,0.685502799,0.664901546,0.644716981,0.624967218,0.605666269,0.586844787,0.570440175,0.552601617,0.536322631,0.519875751,0.504240801,0.490199632,0.476819111,0.46330518,0.450458008,0.43823581,0.426603693,0.41549188,0.404787578,0.39437296,0.384170524,0.374162451,0.364356518,0.354743555,0.345320633,0.336257983,0.327211682,0.318361447,0.30972321,0.301314982,0.304799571,0.296560019,0.288569837,0.280831442,0.273346274,0.266112969,0.259126379,0.252380621,0.24587309,,
"Congo, Dem. Rep.",COD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.409267347,0.398972969,0.388778209,0.377429257,0.366151019,0.356062114,0.346598384,0.338375946,0.329910588,0.321822467,0.314626556,0.307745335,0.300593146,0.293957574,0.285763099,0.279705795,0.272587133,0.265262756,0.257173604,0.251148521,0.24592896,0.239561634,0.234123125,0.229054849,0.224221084,0.219007526,0.212504784,0.206511053,0.200210568,0.192707603,0.186029725,0.17946148,0.172609967,0.166447333,0.161149737,0.156698612,0.152873133,0.149386952,0.145907147,0.142232925,0.13834819,0.134344809,0.130285348,0.126251042,0.122294253,0.118420491,0.114620657,0.111734257,0.108729468,0.105322091,0.104860822,0.166268842,0.166762885,0.168095831,0.163946183,0.156112905,0.144965344,0.14036241,,
"Congo, Rep.",COG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.498504964,0.486328556,0.474176529,0.460299604,0.448333851,0.436474433,0.424747878,0.413156894,0.402475652,0.391892646,0.380703878,0.369709423,0.361720575,0.352533921,0.342952043,0.335574499,0.32408186,0.287958334,0.28085577,0.274476189,0.268213822,0.273758497,0.267978525,0.261392873,0.257020856,0.248537299,0.229353679,0.224068346,0.218911799,0.203246858,0.198570622,0.192775342,0.189462006,0.179687693,0.175436523,0.171224579,0.17089349,0.16634758,0.162912976,0.156678668,0.152271802,0.148019439,0.143825132,0.139582529,0.135255433,0.130836126,0.126414977,0.122149218,0.120615622,0.119333473,0.120595917,0.117511497,0.118976619,0.116108099,0.113259775,0.110419683,0.107617331,0.10487451,,
Colombia,COL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.213184392,0.206635274,0.201361567,0.195321237,0.190117703,0.18516853,0.17996212,0.175054026,0.170562637,0.166293732,0.162379693,0.159350313,0.156528833,0.153748833,0.151046091,0.148325133,0.145681162,0.143042176,0.140500914,0.137989959,0.13558036,0.133194201,0.130910916,0.128668317,0.126539196,0.12445834,0.122582109,0.114352955,0.106970664,0.099841194,0.089992609,0.089185676,0.083297066,0.079196894,0.0658678,0.065621281,0.067304985,0.066494098,0.065026528,0.071107809,0.060463103,0.054091263,0.054575426,0.053189526,0.047505458,0.044087043,0.045681611,0.041351286,0.039664757,0.038984847,0.034732908,0.034247972,0.03617555,0.036337734,0.036436778,0.036454556,0.123063161,0.121241884,,
Comoros,COM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.33479441,0.329611262,0.324398241,0.318999617,0.313360234,0.30736203,0.301065308,0.294685684,0.288473487,0.282541131,0.277014213,0.271706189,0.266167636,0.259888768,0.252638125,0.244399492,0.235590044,0.226774774,0.218523387,0.211154822,0.204648995,0.198810806,0.193401728,0.188157647,0.182924942,0.177709732,0.172575382,0.167541318,0.162647196,0.157921078,0.153347819,0.148927493,0.144679146,0.140607424,0.136728692,0.133026349,0.12949368,0.126120043,0.1229075,0.119847038,0.116928557,0.114139215,0.111451562,0.108835792,0.106274269,0.103763088,0.101305437,0.09890038,0.096546459,0.094244421,0.091992675,0.089795749,0.087658848,0.085595017,0.083608276,0.081699654,0.081092039,0.079296234,,
Cabo Verde,CPV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.185076052,0.180830966,0.175855095,0.170442568,0.164915524,0.15922566,0.153521707,0.148339573,0.144233871,0.141456932,0.140058603,0.139787596,0.140186226,0.140621993,0.140615749,0.140043119,0.139023543,0.137590429,0.135845765,0.133874468,0.131634555,0.12914452,0.126571316,0.124126217,0.121924612,0.12002034,0.11832956,0.122795815,0.12078024,0.121318645,0.118418734,0.115245262,0.112004415,0.108924069,0.108727167,0.10618583,0.108844076,0.106663305,0.104648287,0.102761001,0.10557699,0.106105586,0.104461855,0.105120461,0.103664094,0.102308114,0.10103838,0.103983396,0.102739656,0.101493167,0.100228923,0.108858941,0.107476453,0.096473694,0.095285284,0.094137139,0.093023429,0.091951655,,
Costa Rica,CRI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.206344253,0.198835452,0.191718436,0.185071905,0.178926366,0.173244276,0.167968966,0.163072398,0.158519065,0.154271368,0.150310589,0.146592119,0.142031054,0.138573196,0.135136039,0.131708709,0.12830871,0.124948012,0.121644043,0.11841138,0.115247111,0.11215214,0.109139361,0.106222459,0.1041393,0.101414645,0.098791759,0.094564819,0.085554036,0.0833484,0.081197146,0.076068188,0.068202751,0.066496493,0.062050067,0.057813637,0.056467521,0.0552066,0.056621819,0.052998598,0.052056556,0.048769521,0.050431635,0.049702307,0.049002404,0.048326733,0.045406806,0.044811671,0.04866461,0.049154853,0.050074615,0.049488023,0.048923359,0.046920063,0.052291707,0.054599235,0.050808543,0.050505626,,
Caribbean small states,CSS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.164012979,0.161245014,0.158836164,0.156603905,0.15086078,0.149515323,0.148114951,0.146211999,0.144398686,0.141618051,0.141124083,0.138451103,0.139395163,0.138048728,0.136052482,0.140092141,0.144438668,0.148118798,0.150131617,0.148389576,0.145858689,0.141155898,0.136747766,0.135529673,0.133827898,0.133260581,0.133406957,0.132762173,0.133096409,0.131959632,0.132836849,0.133582342,0.139125595,0.135232873,0.133498291,0.131935469,0.129529418,0.127836091,0.126782862,0.121133292,0.119833569,0.117033154,0.117726994,0.115574397,0.108439448,0.107729354,0.106153692,0.104884843,0.106852324,0.105905573,0.105377574,0.104062981,0.104375561,0.104273499,0.104815751,0.103997793,0.103213198,0.102596451,,
Cuba,CUB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.198869843,0.201917614,0.208833445,0.226092861,0.203564362,0.191116072,0.204805663,0.231412452,0.226949102,0.265135233,0.256763381,0.289185557,0.303307325,0.282804004,0.303818126,0.316824479,0.314218887,0.312215782,0.304263675,0.30255475,0.303064252,0.306831354,0.310580693,0.309719706,0.313728286,0.319131366,0.323720708,0.32507755,0.323782434,0.319996648,0.321824056,0.332979831,0.336444066,0.340085184,0.338346507,0.31857658,0.3301264,0.323769833,0.325674921,0.31492601,0.334895522,0.339117316,0.334129325,0.329411418,0.326064197,0.322699781,0.317568469,0.312237057,0.306946531,0.301447563,0.295567967,0.278481728,0.279755187,0.273104701,0.266115615,0.263711647,0.256507151,0.256532241,,
Curacao,CUW,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.024925224,0.024567007,0.024333861,0.024099289,0.023894863,0.023685457,0.02347969,0.023153508,0.022642364,0.021874658,0.020859408,0.019733596,0.018556318,0.017409471,0.016347883,0.015357445,0.014442519,0.01362305,0.012915725,0.012340347,0.011864507,0.011470521,0.011108026,0.010716965,0.010277492,0.009791442,0.009285482,0.008781559,0.008323622,0.007902952,0.007535795,0.007198388,0.006880418,0.006552865,0.006218712,0.005871129,0.005531738,0.005217845,0.004947678,0.004727574,0.004552283,0.004410435,0.004289636,0.004175453,0.004060007,0.003942518,0.003825555,0.003715055,0.003615264,0.00352908,0.003455604,0.003391958,0.00333706,0.003286879,0.003240388,0.003196727,0.00315547,0.003116624,,
Cyprus,CYP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.570782197,0.566041655,0.562363519,0.558217024,0.554243578,0.546716031,0.537797163,0.527991044,0.518048376,0.510089339,0.500918081,0.49203665,0.483384637,0.330052528,0.179144998,0.173377702,0.168289205,0.16338583,0.158821194,0.156403193,0.160192696,0.166253202,0.167128672,0.164823746,0.146086225,0.144875655,0.142939296,0.140398329,0.139006688,0.137748234,0.135611227,0.134397522,0.132763359,0.118742713,0.115853452,0.113346752,0.110077537,0.110156155,0.109173489,0.104315967,0.102054205,0.102357498,0.112725728,0.111835789,0.119689741,0.109994376,0.103223817,0.076185686,0.079137483,0.074239383,0.074677487,0.07559165,0.06970222,0.069582755,0.084738244,0.069732325,0.079962024,0.087453395,,
Czech Republic,CZE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322560191,0.32099212,0.319639695,0.31574638,0.315407481,0.316774999,0.316612634,0.31623404,0.316739269,0.316664372,0.316166434,0.315383755,0.314262278,0.312728754,0.310229475,0.306992959,0.304482908,0.302737815,0.301445643,0.300358156,0.237867158,0.236476764,0.236107156,0.235748792,0.235595319,0.233679852,,
Germany,DEU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.166535764,0.164604809,0.162820121,0.161461345,0.159984319,0.158680818,0.156579478,0.155664749,0.154037338,0.152898922,0.152784648,0.152550974,0.151893925,0.152214648,0.15305016,0.154295004,0.154439979,0.15476653,0.154326933,0.153662266,0.153096804,0.152872277,0.153171165,0.153508886,0.153916709,0.15388488,0.153455964,0.152896004,0.151730861,0.150705571,0.144462407,0.142227066,0.14387042,0.14495628,0.144898169,0.144479331,0.144231523,0.144782524,0.143994702,0.143580872,0.143448825,0.142941146,0.143298214,0.144189763,0.144344409,0.144046021,0.144372478,0.145317086,0.145844488,0.14485748,0.147929025,0.147141795,0.14726159,0.146562529,0.145017646,0.142831695,0.142419876,0.141497972,,
Djibouti,DJI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.011299052,0.010615373,0.00993858,0.009295235,0.008697467,0.008138286,0.00761006,0.007119363,0.006671604,0.006263231,0.005904164,0.005579205,0.005247443,0.004873769,0.004460761,0.004023238,0.003603967,0.003246669,0.002975482,0.002785826,0.002667136,0.002595596,0.00253936,0.002462945,0.00234958,0.002200903,0.002039414,0.001890384,0.001773506,0.001693787,0.001647873,0.001625884,0.001616804,0.001606777,0.001586332,0.001553642,0.001513184,0.001469583,0.001428627,0.001393579,0.001364221,0.001338783,0.001316415,0.00129601,0.001276735,0.001636138,0.001862299,0.001469938,0.00157039,0.001904322,0.002342823,0.002303787,0.002264247,0.002225419,0.002188189,0.002152581,0.00211842,0.002085673,,
Dominica,DMA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.114686415,0.12907806,0.127151644,0.125154488,0.122993666,0.105580694,0.1034172,0.10139931,0.099695217,0.098475044,0.09780771,0.097586817,0.097575935,0.09747403,0.09710354,0.096336462,0.095312011,0.094238018,0.093383138,0.092939271,0.092944207,0.079987202,0.080554213,0.081250169,0.081959375,0.082723249,0.083516606,0.070212885,0.070699358,0.07100054,0.056836751,0.056700593,0.056482815,0.056303136,0.042191126,0.042293432,0.042497733,0.042745394,0.057283611,0.071787509,0.071765871,0.071592211,0.071324641,0.071035845,0.070841598,0.070703357,0.070624461,0.070592554,0.084688347,0.084653696,0.084611913,0.084561829,0.084484434,0.084398869,0.084299262,0.084143212,0.083963056,0.083768464,,
Denmark,DNK,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.60867097,0.596635732,0.58576368,0.577288953,0.565873757,0.559888823,0.555285094,0.553764602,0.547440033,0.539892715,0.533333226,0.531092661,0.52829021,0.523457787,0.523729699,0.523794917,0.518235625,0.517803994,0.516338236,0.51512514,0.514880978,0.513891684,0.507010054,0.510992701,0.508634566,0.506587789,0.502825811,0.499072427,0.495850636,0.498158021,0.49434472,0.490972412,0.488183003,0.454267812,0.44311766,0.441187033,0.447493666,0.446060014,0.431057242,0.427184277,0.427709053,0.423368529,0.420363397,0.419833536,0.430303397,0.431650283,0.422233119,0.437234385,0.440151763,0.436398403,0.448607432,0.432436531,0.428785246,0.430940157,0.413769338,0.414429968,0.411164479,0.412866808,,
Dominican Republic,DOM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.211374161,0.207326404,0.203402316,0.199620827,0.195989033,0.192509818,0.189178046,0.183634883,0.1863655,0.18223348,0.178509605,0.178741759,0.177092248,0.176499201,0.177855287,0.181964063,0.183079192,0.183226358,0.183363274,0.184357872,0.181101586,0.177165611,0.17339669,0.169779019,0.166299802,0.162953672,0.147252646,0.144388279,0.14218598,0.126165436,0.123789391,0.121484721,0.119261106,0.117130963,0.118937406,0.117569158,0.106377623,0.105911222,0.1018783,0.106004769,0.104435618,0.102922943,0.092652049,0.091370563,0.09013701,0.088949818,0.087805187,0.084583772,0.083535768,0.082515765,0.081522689,0.080556517,0.079616044,0.078700017,0.085297386,0.084345268,0.083419646,0.082524501,,
Algeria,DZA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.570907567,0.5421767,0.520448593,0.501731555,0.494228293,0.482149913,0.474650886,0.456908039,0.443260016,0.431939402,0.428986785,0.425880113,0.414517508,0.405225878,0.412158067,0.415081554,0.392654249,0.380725816,0.367121035,0.357669439,0.347301092,0.336431492,0.312389302,0.317732682,0.308048853,0.301570582,0.297338044,0.290507011,0.283953855,0.274895578,0.274995125,0.279780512,0.272584008,0.265012373,0.261459609,0.256983987,0.257203549,0.25373641,0.25055998,0.246824987,0.241101279,0.236916463,0.232570761,0.229198732,0.226578083,0.222050428,0.218602899,0.215631148,0.212062745,0.208519497,0.20462918,0.200795,0.196543615,0.191898568,0.187829648,0.182588033,0.180501478,0.177724336,,
East Asia & Pacific (excluding high income),EAP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.178255133,0.175941652,0.171566239,0.167630601,0.163442265,0.158745268,0.154312069,0.149999448,0.145609408,0.141570134,0.136766239,0.133746163,0.130612087,0.128968617,0.125669822,0.123972948,0.122651943,0.120907423,0.119219257,0.117546194,0.116445278,0.118252614,0.120311643,0.1231019,0.126583348,0.12540365,0.124018021,0.122460003,0.121100393,0.11976535,0.117330233,0.114386086,0.111850197,0.109296513,0.107322789,0.106066082,0.10477873,0.103613475,0.103146358,0.10266843,0.102147903,0.101256703,0.101680717,0.10225204,0.1006771,0.099547422,0.099202402,0.099237078,0.099432615,0.098507663,0.097476113,0.096897975,0.096219307,0.095552797,0.095435723,0.095388011,0.095241259,0.094609688,,
Early-demographic dividend,EAR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.375922529,0.36929401,0.363112407,0.356030338,0.350079307,0.343269216,0.336912237,0.330188985,0.323931626,0.315994638,0.307737658,0.302693206,0.297074069,0.289632472,0.282828991,0.276323616,0.269922788,0.264537695,0.259411155,0.251939288,0.245589517,0.241275328,0.233619693,0.229883402,0.22567572,0.220129448,0.217006034,0.211599648,0.207790273,0.203009726,0.198806444,0.195056924,0.191529567,0.187487883,0.184399476,0.180968659,0.178402113,0.175522133,0.17277532,0.169357229,0.166616681,0.163823781,0.162636375,0.161738723,0.159247406,0.156730404,0.15500313,0.151452526,0.148949386,0.147388594,0.145303557,0.143138671,0.140983242,0.138681979,0.137438899,0.136703553,0.135977019,0.134052691,,
